link,text
https://x.com/MinaMinerand0/status/1940031561056796738,"#Cuenca-#Ecuador// [Quimsacocha]💧 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”.

Hallazgos del Informe Técnico sobre Quimsacocha, que advierte los graves riesgos del proyecto minero Loma Larga:

- Contaminación con arsénico, plomo y mercurio
- Relaveras permanentes en páramos frágiles
- Uso intensivo del agua en zonas con déficit hídrico

 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”, reafirmamos nuestro compromiso con la defensa de las fuentes hídricas de #Cuenca."
https://x.com/Rotofest/status/1942355744600228109,"#Cuenca-#Ecuador// [Quimsacocha]💧 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”.

Hallazgos del Informe Técnico sobre Quimsacocha, que advierte los graves riesgos del proyecto minero Loma Larga:

- Contaminación con arsénico, plomo y mercurio
- Relaveras permanentes en páramos frágiles
- Uso intensivo del agua en zonas con déficit hídrico

 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”, reafirmamos nuestro compromiso con la defensa de las fuentes hídricas de #Cuenca."
https://x.com/PRENSAVirtual_/status/1941128710297670004,"#Cuenca-#Ecuador// [Quimsacocha]💧 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”.

Hallazgos del Informe Técnico sobre Quimsacocha, que advierte los graves riesgos del proyecto minero Loma Larga:

- Contaminación con arsénico, plomo y mercurio
- Relaveras permanentes en páramos frágiles
- Uso intensivo del agua en zonas con déficit hídrico

 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”, reafirmamos nuestro compromiso con la defensa de las fuentes hídricas de #Cuenca."
https://x.com/PRENSAVirtual_/status/1937586788450660423,"#Cuenca-#Ecuador// [Quimsacocha]💧 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”.

Hallazgos del Informe Técnico sobre Quimsacocha, que advierte los graves riesgos del proyecto minero Loma Larga:

- Contaminación con arsénico, plomo y mercurio
- Relaveras permanentes en páramos frágiles
- Uso intensivo del agua en zonas con déficit hídrico

 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”, reafirmamos nuestro compromiso con la defensa de las fuentes hídricas de #Cuenca."
https://x.com/Benjha_007/status/1942323950673088608,"#Cuenca-#Ecuador// [Quimsacocha]💧 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”.

Hallazgos del Informe Técnico sobre Quimsacocha, que advierte los graves riesgos del proyecto minero Loma Larga:

- Contaminación con arsénico, plomo y mercurio
- Relaveras permanentes en páramos frágiles
- Uso intensivo del agua en zonas con déficit hídrico

 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”, reafirmamos nuestro compromiso con la defensa de las fuentes hídricas de #Cuenca."
https://x.com/SilviaChaves5/status/1941129242592608435,"#Cuenca-#Ecuador// [Quimsacocha]💧 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”.

Hallazgos del Informe Técnico sobre Quimsacocha, que advierte los graves riesgos del proyecto minero Loma Larga:

- Contaminación con arsénico, plomo y mercurio
- Relaveras permanentes en páramos frágiles
- Uso intensivo del agua en zonas con déficit hídrico

 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”, reafirmamos nuestro compromiso con la defensa de las fuentes hídricas de #Cuenca."
https://x.com/SitiosdeEspana/status/914870074573549568,"#Cuenca-#Ecuador// [Quimsacocha]💧 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”.

Hallazgos del Informe Técnico sobre Quimsacocha, que advierte los graves riesgos del proyecto minero Loma Larga:

- Contaminación con arsénico, plomo y mercurio
- Relaveras permanentes en páramos frágiles
- Uso intensivo del agua en zonas con déficit hídrico

 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”, reafirmamos nuestro compromiso con la defensa de las fuentes hídricas de #Cuenca."
https://x.com/PRENSAVirtual_/status/1942368541996466209,"#Cuenca-#Ecuador// [Quimsacocha]💧 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”.

Hallazgos del Informe Técnico sobre Quimsacocha, que advierte los graves riesgos del proyecto minero Loma Larga:

- Contaminación con arsénico, plomo y mercurio
- Relaveras permanentes en páramos frágiles
- Uso intensivo del agua en zonas con déficit hídrico

 “Por el Agua: Sin Oro se Vive, Sin Agua se Muere”, reafirmamos nuestro compromiso con la defensa de las fuentes hídricas de #Cuenca."
